text,label,entities
"The << Na(+)/Ca(2+) exchanger >> (NCX) is a bidirectional transporter that normally extrudes Ca(2+) from the cell (forward mode), but also brings [[ Ca(2+) ]] into the cell (reverse mode) under special conditions such as intracellular Na(+) (Na(+)(i)) accumulation or membrane depolarization.",SUBSTRATE,"['Na(+)/Ca(2+) exchanger', 'Ca(2+)']"
"The << Na(+)/Ca(2+) exchanger >> (NCX) is a bidirectional transporter that normally extrudes [[ Ca(2+) ]] from the cell (forward mode), but also brings Ca(2+) into the cell (reverse mode) under special conditions such as intracellular Na(+) (Na(+)(i)) accumulation or membrane depolarization.",SUBSTRATE,"['Na(+)/Ca(2+) exchanger', 'Ca(2+)']"
"The pharmacology of NCX inhibitors has been studied extensively since the development of << KB-R7943 >>, a prototype benzyloxyphenyl [[ NCX ]] inhibitor, in 1996.",INHIBITOR,"['KB-R7943', 'NCX']"
"The pharmacology of NCX inhibitors has been studied extensively since the development of KB-R7943, a prototype << benzyloxyphenyl >> [[ NCX ]] inhibitor, in 1996.",INHIBITOR,"['benzyloxyphenyl', 'NCX']"
"Intriguingly, the inhibitory potency of << benzyloxyphenyl >> [[ NCX ]] inhibitors is directly coupled to the rate of Na(+)(i)-dependent inactivation.",INHIBITOR,"['benzyloxyphenyl', 'NCX']"
"Existing << ion channel >> blockers, such as amiodarone, dronedarone, bepridil, aprindine, and [[ cibenzoline ]], have been found to have an NCX inhibitory action.",INHIBITOR,"['ion channel', 'cibenzoline']"
"Existing ion channel blockers, such as amiodarone, dronedarone, bepridil, aprindine, and << cibenzoline >>, have been found to have an [[ NCX ]] inhibitory action.",INHIBITOR,"['cibenzoline', 'NCX']"
"Existing << ion channel >> blockers, such as [[ amiodarone ]], dronedarone, bepridil, aprindine, and cibenzoline, have been found to have an NCX inhibitory action.",INHIBITOR,"['ion channel', 'amiodarone']"
"Existing ion channel blockers, such as << amiodarone >>, dronedarone, bepridil, aprindine, and cibenzoline, have been found to have an [[ NCX ]] inhibitory action.",INHIBITOR,"['amiodarone', 'NCX']"
"Existing << ion channel >> blockers, such as amiodarone, [[ dronedarone ]], bepridil, aprindine, and cibenzoline, have been found to have an NCX inhibitory action.",INHIBITOR,"['ion channel', 'dronedarone']"
"Existing ion channel blockers, such as amiodarone, << dronedarone >>, bepridil, aprindine, and cibenzoline, have been found to have an [[ NCX ]] inhibitory action.",INHIBITOR,"['dronedarone', 'NCX']"
"Existing << ion channel >> blockers, such as amiodarone, dronedarone, [[ bepridil ]], aprindine, and cibenzoline, have been found to have an NCX inhibitory action.",INHIBITOR,"['ion channel', 'bepridil']"
"Existing ion channel blockers, such as amiodarone, dronedarone, << bepridil >>, aprindine, and cibenzoline, have been found to have an [[ NCX ]] inhibitory action.",INHIBITOR,"['bepridil', 'NCX']"
"Existing << ion channel >> blockers, such as amiodarone, dronedarone, bepridil, [[ aprindine ]], and cibenzoline, have been found to have an NCX inhibitory action.",INHIBITOR,"['ion channel', 'aprindine']"
"Existing ion channel blockers, such as amiodarone, dronedarone, bepridil, << aprindine >>, and cibenzoline, have been found to have an [[ NCX ]] inhibitory action.",INHIBITOR,"['aprindine', 'NCX']"
"Efficacy and safety of the << dipeptidyl peptidase-4 >> inhibitor, [[ sitagliptin ]], in patients with type 2 diabetes mellitus inadequately controlled on glimepiride alone or on glimepiride and metformin.",INHIBITOR,"['dipeptidyl peptidase-4', 'sitagliptin']"
"AIM: To assess the efficacy and safety of a 24-week treatment with << sitagliptin >>, a highly selective once-daily oral [[ dipeptidyl peptidase-4 ]] (DPP-4) inhibitor, in patients with type 2 diabetes who had inadequate glycaemic control [glycosylated haemoglobin (HbA(1c)) >or=7.5% and <or=10.5%] while on glimepiride alone or in combination with metformin.",INHIBITOR,"['sitagliptin', 'dipeptidyl peptidase-4']"
"AIM: To assess the efficacy and safety of a 24-week treatment with << sitagliptin >>, a highly selective once-daily oral dipeptidyl peptidase-4 ([[ DPP-4 ]]) inhibitor, in patients with type 2 diabetes who had inadequate glycaemic control [glycosylated haemoglobin (HbA(1c)) >or=7.5% and <or=10.5%] while on glimepiride alone or in combination with metformin.",INHIBITOR,"['sitagliptin', 'DPP-4']"
"<< HSYA >> suppressed the expression of TLR-4, [[ Myd88 ]], ICAM-1, TNFα, IL-1β and IL-6 at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.",INDIRECT-DOWNREGULATOR,"['HSYA', 'Myd88']"
"<< HSYA >> suppressed the expression of TLR-4, Myd88, [[ ICAM-1 ]], TNFα, IL-1β and IL-6 at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.",INDIRECT-DOWNREGULATOR,"['HSYA', 'ICAM-1']"
"<< HSYA >> suppressed the expression of TLR-4, Myd88, ICAM-1, [[ TNFα ]], IL-1β and IL-6 at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.",INDIRECT-DOWNREGULATOR,"['HSYA', 'TNFα']"
"<< HSYA >> suppressed the expression of TLR-4, Myd88, ICAM-1, TNFα, [[ IL-1β ]] and IL-6 at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.",INDIRECT-DOWNREGULATOR,"['HSYA', 'IL-1β']"
"<< HSYA >> suppressed the expression of TLR-4, Myd88, ICAM-1, TNFα, IL-1β and [[ IL-6 ]] at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.",INDIRECT-DOWNREGULATOR,"['HSYA', 'IL-6']"
"<< HSYA >> suppressed the expression of [[ TLR-4 ]], Myd88, ICAM-1, TNFα, IL-1β and IL-6 at the mRNA and protein level, and inhibited the adhesion of leukocytes to A549 cells.",INDIRECT-DOWNREGULATOR,"['HSYA', 'TLR-4']"
<< HSYA >> treatment also decreased [[ NF-κB ]] p65 nuclear translocation and inhibited the phosphorylation of p38 mitogen-activated protein kinase (p38 MAPK).,DOWNREGULATOR,"['HSYA', 'NF-κB']"
<< HSYA >> treatment also decreased NF-κB [[ p65 ]] nuclear translocation and inhibited the phosphorylation of p38 mitogen-activated protein kinase (p38 MAPK).,DOWNREGULATOR,"['HSYA', 'p65']"
<< HSYA >> treatment also decreased NF-κB p65 nuclear translocation and inhibited the phosphorylation of [[ p38 ]] mitogen-activated protein kinase (p38 MAPK).,INHIBITOR,"['HSYA', 'p38']"
<< HSYA >> treatment also decreased NF-κB p65 nuclear translocation and inhibited the phosphorylation of p38 [[ mitogen-activated protein kinase ]] (p38 MAPK).,INHIBITOR,"['HSYA', 'mitogen-activated protein kinase']"
<< HSYA >> treatment also decreased NF-κB p65 nuclear translocation and inhibited the phosphorylation of p38 mitogen-activated protein kinase ([[ p38 ]] MAPK).,INHIBITOR,"['HSYA', 'p38']"
<< HSYA >> treatment also decreased NF-κB p65 nuclear translocation and inhibited the phosphorylation of p38 mitogen-activated protein kinase (p38 [[ MAPK ]]).,INHIBITOR,"['HSYA', 'MAPK']"
Synthesis and biological evaluation of << phosphorylated flavonoids >> as potent and selective inhibitors of [[ cholesterol esterase ]].,INHIBITOR,"['phosphorylated flavonoids', 'cholesterol esterase']"
A series of << phosphorylated flavonoids >> were synthesized and investigated in vitro as inhibitors of pancreatic [[ cholesterol esterase ]] (CEase) and acetylcholinesterase (AChE).,INHIBITOR,"['phosphorylated flavonoids', 'cholesterol esterase']"
A series of << phosphorylated flavonoids >> were synthesized and investigated in vitro as inhibitors of pancreatic cholesterol esterase ([[ CEase ]]) and acetylcholinesterase (AChE).,INHIBITOR,"['phosphorylated flavonoids', 'CEase']"
A series of << phosphorylated flavonoids >> were synthesized and investigated in vitro as inhibitors of pancreatic cholesterol esterase (CEase) and [[ acetylcholinesterase ]] (AChE).,INHIBITOR,"['phosphorylated flavonoids', 'acetylcholinesterase']"
A series of << phosphorylated flavonoids >> were synthesized and investigated in vitro as inhibitors of pancreatic cholesterol esterase (CEase) and acetylcholinesterase ([[ AChE ]]).,INHIBITOR,"['phosphorylated flavonoids', 'AChE']"
"The results showed that most of the synthesized compounds exhibited nanomolar potency against << CEase >>, much better than the parent [[ flavonoids ]].",INHIBITOR,"['CEase', 'flavonoids']"
"Furthermore, these << phosphorylated flavonoids >> demonstrated good to high selectivity for [[ CEase ]] over AChE, which only showed micromolar potency inhibition of AChE.",INHIBITOR,"['phosphorylated flavonoids', 'CEase']"
"Furthermore, these << phosphorylated flavonoids >> demonstrated good to high selectivity for CEase over [[ AChE ]], which only showed micromolar potency inhibition of AChE.",INHIBITOR,"['phosphorylated flavonoids', 'AChE']"
"Furthermore, these << phosphorylated flavonoids >> demonstrated good to high selectivity for CEase over AChE, which only showed micromolar potency inhibition of [[ AChE ]].",INHIBITOR,"['phosphorylated flavonoids', 'AChE']"
The structure-activity relationships revealed that the free << hydroxyl >> group at position 5 and phosphate group at position 7 of the phosphorylated flavonoids are favorable to the inhibition of [[ CEase ]].,INHIBITOR,"['hydroxyl', 'CEase']"
The structure-activity relationships revealed that the free hydroxyl group at position 5 and << phosphate >> group at position 7 of the phosphorylated flavonoids are favorable to the inhibition of [[ CEase ]].,INHIBITOR,"['phosphate', 'CEase']"
The structure-activity relationships revealed that the free hydroxyl group at position 5 and phosphate group at position 7 of the << phosphorylated flavonoids >> are favorable to the inhibition of [[ CEase ]].,INHIBITOR,"['phosphorylated flavonoids', 'CEase']"
"In healthy rats, << ATB-429 >> dose dependently (25, 50, or 100 mg/kg) attenuated CRD-induced hypersensitivity and significantly inhibited CRD-induced overexpression of spinal [[ c-FOS ]] mRNA, whereas mesalamine had no effect.",INDIRECT-DOWNREGULATOR,"['ATB-429', 'c-FOS']"
"ATB-429-induced antinociception was reversed by << glibenclamide >>, a [[ ATP-sensitive K(+) (K(ATP)) channel ]] inhibitor.",INHIBITOR,"['glibenclamide', 'ATP-sensitive K(+) (K(ATP)) channel']"
"Colonic << cyclooxygenase-2 >> and interkeukin-1beta mRNA and spinal c-FOS mRNA expression were significantly down-regulated by [[ ATB-429 ]], but not by mesalamine.",INDIRECT-DOWNREGULATOR,"['cyclooxygenase-2', 'ATB-429']"
"Colonic cyclooxygenase-2 and << interkeukin-1beta >> mRNA and spinal c-FOS mRNA expression were significantly down-regulated by [[ ATB-429 ]], but not by mesalamine.",INDIRECT-DOWNREGULATOR,"['interkeukin-1beta', 'ATB-429']"
"Colonic cyclooxygenase-2 and interkeukin-1beta mRNA and spinal << c-FOS >> mRNA expression were significantly down-regulated by [[ ATB-429 ]], but not by mesalamine.",INDIRECT-DOWNREGULATOR,"['c-FOS', 'ATB-429']"
Block of human NaV1.5 << sodium channels >> by novel [[ alpha-hydroxyphenylamide ]] analogues of phenytoin.,INHIBITOR,"['sodium channels', 'alpha-hydroxyphenylamide']"
Block of << human NaV1.5 >> sodium channels by novel [[ alpha-hydroxyphenylamide ]] analogues of phenytoin.,INHIBITOR,"['human NaV1.5', 'alpha-hydroxyphenylamide']"
Block of human NaV1.5 << sodium channels >> by novel alpha-hydroxyphenylamide analogues of [[ phenytoin ]].,INHIBITOR,"['sodium channels', 'phenytoin']"
Block of << human NaV1.5 >> sodium channels by novel alpha-hydroxyphenylamide analogues of [[ phenytoin ]].,INHIBITOR,"['human NaV1.5', 'phenytoin']"
Block of human NaV1.5 << sodium channels >>[[ sodium ]] channels by novel alpha-hydroxyphenylamide analogues of phenytoin.,SUBSTRATE,"['sodium channels', 'sodium']"
Block of << human NaV1.5 >> [[ sodium ]] channels by novel alpha-hydroxyphenylamide analogues of phenytoin.,SUBSTRATE,"['human NaV1.5', 'sodium']"
<< Voltage-gated sodium (Na) channels >>[[ Na ]]) channels are a critical component of electrically excitable cells.,SUBSTRATE,"['Voltage-gated sodium (Na) channels', 'Na']"
<< Voltage-gated sodium (Na) channels >>[[ sodium ]] (Na) channels are a critical component of electrically excitable cells.,SUBSTRATE,"['Voltage-gated sodium (Na) channels', 'sodium']"
"<< Phenytoin >> (diphenylhydantoin, DPH) is an established [[ sodium channel ]] blocker and is a useful anticonvulsant and class 1b antiarrhythmic, and has been effectively used in the treatment of neuropathic pain.",INHIBITOR,"['Phenytoin', 'sodium channel']"
"Phenytoin (<< diphenylhydantoin >>, DPH) is an established [[ sodium channel ]] blocker and is a useful anticonvulsant and class 1b antiarrhythmic, and has been effectively used in the treatment of neuropathic pain.",INHIBITOR,"['diphenylhydantoin', 'sodium channel']"
"Phenytoin (diphenylhydantoin, << DPH >>) is an established [[ sodium channel ]] blocker and is a useful anticonvulsant and class 1b antiarrhythmic, and has been effectively used in the treatment of neuropathic pain.",INHIBITOR,"['DPH', 'sodium channel']"
"Phenytoin (diphenylhydantoin, DPH) is an established << sodium channel >>[[ sodium ]] channel blocker and is a useful anticonvulsant and class 1b antiarrhythmic, and has been effectively used in the treatment of neuropathic pain.",SUBSTRATE,"['sodium channel', 'sodium']"
"In this study, we have synthesized novel << alpha-hydroxyphenylamide >> analogues of diphenylhydantoin and examined their ability to inhibit [[ human Na(V)1.5 ]] sodium channels expressed in Chinese Hamster Ovary (CHO-K1) cells.",INHIBITOR,"['alpha-hydroxyphenylamide', 'human Na(V)1.5']"
"In this study, we have synthesized novel << alpha-hydroxyphenylamide >> analogues of diphenylhydantoin and examined their ability to inhibit human Na(V)1.5 [[ sodium channels ]] expressed in Chinese Hamster Ovary (CHO-K1) cells.",INHIBITOR,"['alpha-hydroxyphenylamide', 'sodium channels']"
"In this study, we have synthesized novel alpha-hydroxyphenylamide analogues of << diphenylhydantoin >> and examined their ability to inhibit [[ human Na(V)1.5 ]] sodium channels expressed in Chinese Hamster Ovary (CHO-K1) cells.",INHIBITOR,"['diphenylhydantoin', 'human Na(V)1.5']"
"In this study, we have synthesized novel alpha-hydroxyphenylamide analogues of << diphenylhydantoin >> and examined their ability to inhibit human Na(V)1.5 [[ sodium channels ]] expressed in Chinese Hamster Ovary (CHO-K1) cells.",INHIBITOR,"['diphenylhydantoin', 'sodium channels']"
"In this study, we have synthesized novel alpha-hydroxyphenylamide analogues of diphenylhydantoin and examined their ability to inhibit << human Na(V)1.5 >> [[ sodium ]] channels expressed in Chinese Hamster Ovary (CHO-K1) cells.",SUBSTRATE,"['human Na(V)1.5', 'sodium']"
"In this study, we have synthesized novel alpha-hydroxyphenylamide analogues of diphenylhydantoin and examined their ability to inhibit human Na(V)1.5 << sodium channels >>[[ sodium ]] channels expressed in Chinese Hamster Ovary (CHO-K1) cells.",SUBSTRATE,"['sodium channels', 'sodium']"
"In comparison to << diphenylhydantoin >>, the novel chloro-substituted alpha-hydroxyphenylamide compounds produced as much as a 20-fold greater tonic and frequency-dependent blockade of [[ Na(V)1.5 ]] channels with an IC(50) value of 14.5 microM.",INHIBITOR,"['diphenylhydantoin', 'Na(V)1.5']"
"In comparison to diphenylhydantoin, the novel << chloro >>-substituted alpha-hydroxyphenylamide compounds produced as much as a 20-fold greater tonic and frequency-dependent blockade of [[ Na(V)1.5 ]] channels with an IC(50) value of 14.5 microM.",INHIBITOR,"['chloro', 'Na(V)1.5']"
"In comparison to diphenylhydantoin, the novel chloro-substituted << alpha-hydroxyphenylamide >> compounds produced as much as a 20-fold greater tonic and frequency-dependent blockade of [[ Na(V)1.5 ]] channels with an IC(50) value of 14.5 microM.",INHIBITOR,"['alpha-hydroxyphenylamide', 'Na(V)1.5']"
